Rank,Prioridade,Finalidade,Status,Gerências,GPM,NOTA,ORDEM,DESCRICAO,Critério,OM - Status Sistema,OM - Status Usuário,Prazo demanda
541,8,,Microplanejamento,,INS,,2030319773,U-6521 Preventiva instrumentos NR-13,ICPM/API,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP MPMI,2025-04-17
542,8,,TM GPI - Aguarda MPMI,,INS,,2022379890,U-2311 - Preventiva SGSO/SIS,ICPM/API,ABER CAPC ERRD KKMP,SIMP ANEX,
543,8,,TM GPI - Aguarda MPMI,,INS,,2022379900,U-2316 - Preventiva SGSO,ICPM/API,ABER CAPC KKMP,SIMP ANEX PMAU,
544,8,,TM GPI - Aguarda MPMI,,INS,,2022401719,U600 - PREVENTIVA SGSO,ICPM/API,LIB  CAPC DMNV KKMP NOLQ,SIMP ANEX PMAU,
545,8,,TM GPI - Aguarda MPMI,,INS,,2022401720,U750 - Preventiva SGSO,ICPM/API,ABER CAPC KKMP,SIMP ANEX,
546,8,,TM GPI - Aguarda MAN,,INS,,2022401726,U400 - Preventiva SGSO,ICPM/API,LIB  CAPC DMNV KKMP NOLQ,SIMP ANEX EQEC MPMI PMAU,
547,8,,TM GPI - Aguarda MPMI,,INS,,2022401753,U500 - PREVENTIVA SGSO,ICPM/API,ABER CAPC KKMP,SIMP ANEX PMVL,
548,7,Apoio de Rotina a Operação,Impedido,REFINO,ELE,15924871,2030286969,J-1201-ADE-Avaliar e sanar indic.status,IAZF_SO Defeito/IAZF_PFCEO Defeito,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD OPER TRIA EQEC ANEX MPOP MPMI 1ESC APRE,2025-04-28
549,7,RESP,Impedido,UTILIDADES,MEC,15657058,2029774207,V-416B VAZANENTO DE ÓLEO,IAZF_SO Defeito/IAZF_PFCEO Defeito,LIB  CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-05-01
550,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda TRIA,SOP,ELE,15069826,2029266099,PREDIO BALANÇA Interligar haste à malha,Nota para ponto quente/SPDA,LIB  CNPA CAPC IMPA JBFI MOME MatC NOLQ,SIMP ANEX EQEC MPMI 1ESC,2024-04-09
551,7,SPDA - Proteção de Descarga Atmosférica,Impedido,UTILIDADES,ELE,14671013,2027930041,SE-200A/CAFOR Correção de SPDA,Nota para ponto quente/SPDA,LIB  CNPA IMPR CAPC MOME MatC NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-12-15
552,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15406963,,ADM Correção SPDA e ATERRAMENTO,Nota para ponto quente/SPDA,,,2024-10-08
553,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15406698,,ADM Correção SPDA e ATERRAMENTO,Nota para ponto quente/SPDA,,,2024-10-08
554,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15406879,,PREDIO 28 Correção SPDA e ATERRAMENTO,Nota para ponto quente/SPDA,,,2024-10-08
555,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15406830,,PREDIO CCI Correção SPDA e ATERRAMENTO,Nota para ponto quente/SPDA,,,2024-10-08
556,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15406476,,PREDIO VIVENCIA Correção SPDA e ATERRAME,Nota para ponto quente/SPDA,,,2024-12-26
557,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15561811,,SISTEMA Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2024-12-26
558,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,TRANSFERÊNCIA,ELE,15624995,,J-842 Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2025-01-24
559,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15687862,,ADM Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2025-02-25
560,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15688058,,PREDIO 28 Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2025-02-25
561,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15686791,,SISTEMA Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2025-02-25
562,7,SPDA - Proteção de Descarga Atmosférica,TO GPI - Aguarda MSPR,SOP,ELE,15687903,,PREDIO CCI Correção SPDA/ATERRAMENTO,Nota para ponto quente/SPDA,,,2025-02-25
563,7,CAP,Programável,HDT,CAL,13857928,2026519370,D-2316-1K(M-2316004)-Inst.Vol.Válv./CAP,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV ERRD JBFI MOME*,SIMP TRIA ANEX EQEC MPMI MPOP APRE,2022-06-30
564,7,RESP,Programável,REFINO,CAL,14188074,2026948550,D-500(N-506)-Inst.Válv./Tubbing.Amost.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-09-06
565,7,Inspeção Gerencial,Falta material,UTILIDADES,CAL,13872646,2026584444,U-5121(J-5121010)-Subst.Prot.Dosad.,RESP/CAP/Inspeção Gerencial,LIB  CNPA CAPC DMNV IMPA MATF MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2022-10-31
566,7,Inspeção Gerencial,Impedido,HDT,CAL,14409271,2027714519,D-2225-Repar.Isol.Tér./Fix.Corr./Vol./Pl,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC ERRD MOME MatC NOLQ,IMPD TRIA ANEX MPMI MPOP PMAU 1ESC APRE,2023-05-19
567,7,Inspeção Gerencial,Impedido,REFINO,CAL,14499990,2027877051,D-607-B(O-620)-Remover tubul. desativada,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV ERRD MOME NOLQ,IMPD OPER TRIA EQEC PMAU ANEX MPOP MPMI 1ESC,2023-07-20
568,7,CAP,Programável,REFINO,CAL,14774379,2028228927,M-501B(Tub)-Adequar caixa/confec. rosca,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC ERRD KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-08-25
569,7,Inspeção Gerencial,Programável,SMS,CAL,14872479,2028469820,SMS(Av.9)-Repar./Inst.Guard.Corp.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC,2023-09-08
570,7,RESP,Impedido,UTILIDADES,CAL,14797320,2028159644,D-400(O-427)-Subst.Válv.Quebr.Vác.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,IMPD TRIA EQEC PMAU ANEX PPRO MPOP MPMI 1ESC,2023-09-29
571,7,RESP,Programável,REFINO,CAL,14917302,2028519124,U-500-J-551-Recompor concreto,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-11-24
572,7,CAP,Programável,REFINO,CAL,14839154,2028183970,J-588A/B - Instalar Caps em drenos,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP OPER 1ESC,2023-12-28
573,7,CAP,Impedido,REFINO,CAL,14492955,2027533891,O-646(Tub)-Inst. cap LG/tubo sacrificio,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV ERRD MOME NOLQ,IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2023-12-29
574,7,RESP,Programável,REFINO,CAL,14942421,2028498082,O-621-CAP-Fabricar dispositivo,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-12-29
575,7,RESP,Falta material,REFINO,CAL,15021346,2028543404,M-582 Adequar piso,RESP/CAP/Inspeção Gerencial,LIB  CNPA CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-01-26
576,7,RESP,Microplanejamento,REFINO,CAL,15048033,2028591135,STR-13(tub)-Fixar suporte tubulação,RESP/CAP/Inspeção Gerencial,LIB  CNPA CAPC DMNV ERRD KKMP NOLQ,SIMP ANEX MPMI MPOP,2024-03-20
577,7,CAP,Programável,REFINO,CAL,14492378,2027828045,O-621(Tub.)-Instalar cap tubulação ar,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-04-01
578,7,RESP,Programável,REFINO,CAL,14911248,2028477343,U-570(RESP)-Instalar reforço grade piso,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-04-10
579,7,Inspeção Gerencial,Programável,UTILIDADES,ELE,15176013,2028814584,ETA1- Decantadores e SE-130 - Adequar as,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-04-30
580,7,Inspeção Gerencial,Falta material,TRANSFERÊNCIA,CAL,14993031,2028650471,U-860(T-812;ETDI)-Repar.Chap.Later.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MATF MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2024-05-29
581,7,Inspeção Gerencial,Programável,HDT,CAL,15285842,2029225115,XV-2311004-REP.Isola/torque,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-07-05
582,7,Inspeção Gerencial,Programável,UTILIDADES,CAL,15207837,2028975439,U-420(CAFOR)-Fix./Inst.Grad./Tamp.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-08-28
583,7,RESP,Falta material,REFINO,CAL,15477395,2029456236,N-507-Fixar suporte linha dreno fundo,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-09-16
584,7,CAP,Programável,REFINO,CAL,15555759,2029688675,LG-57600-Instalar niple/CAP dreno,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-09-27
585,7,Inspeção Gerencial,Falta material,HDT,CAL,15466421,2029367334,HDT-Inspeção gerencial,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MATF MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-09-30
586,7,Inspeção Gerencial,Falta material,UTILIDADES,COM,15470506,2029381662,CCL-11-Inst.Guard.Corp.,RESP/CAP/Inspeção Gerencial,LIB  CNPA CAPC IMPA KKMP NOLQ,IMPD TRIA ANEX FMAT MPMI MPOP 1ESC,2024-10-12
587,7,Inspeção Gerencial,Programável,UTILIDADES,COM,15471117,2029381767,SE-450-Remov.Ferr./Inst.Corr.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-10-12
588,7,Inspeção Gerencial,Programável,REFINO,COM,15547623,2029651510,N-752-Recompor isolamento térmico,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-10-31
589,7,RESP,Programável,UTILIDADES,CAL,15494628,2029439310,D-400C5(J-627AB;O-519)-Remov.Tub.Desat.,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-11-30
590,7,Inspeção Gerencial,Programável,REFINO,CAL,15476387,2029488240,URFCC(12ºANDAR)-Instalar chapa proteção,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-11-30
591,7,Inspeção Gerencial,Impedido,REFINO,CAL,15596207,2029611916,J-582B(VAZ)-Verif.vazamento castelo válv,RESP/CAP/Inspeção Gerencial,LIB  CNPA CAPC IMPA KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-11-30
592,7,CAP,Falta material,REFINO,CAL,15734702,2029890818,XV-50044A(VAZ)-Elim.vazam.linha dreno,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-12-08
593,7,Inspeção Gerencial,Impedido,REFINO,CAL,15596472,2029600694,M-565(VAZ)-Reaperto da gaxeta da válvula,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-12-31
594,7,CAP,Programável,HDT,CAL,15695159,2029805910,UGH- Ventil.-Instalar CAP vent header V5,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-01-30
595,7,Inspeção Gerencial,Programável,SOP,COM,15644634,2029833001,U-1100(Antiga)Impermeabilidade do Pátio,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,FMAT SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC,2025-01-31
596,7,CAP,Programável,HDT,CAL,15702264,2029837550,N-2311001-Instalar CAP vent linha vapor,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-02-28
597,7,RESP,Programável,REFINO,CAL,15914619,2030237455,J-582A(VAZ)(RESP)-Reapertar flange,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-03-01
598,7,Inspeção Gerencial,Programável,REFINO,COM,15834541,2030093450,O-637-Recompor isolamento térmico,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-03-14
599,7,CAP,Programável,HDT,CAL,15515944,2029486852,O-2313150(LB)-Instalar CAP linha dreno,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-03-28
600,7,RESP,Impedido,REFINO,COM,15582695,2029583737,O-599A-Rec.concreto colunas pipe-rack,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-03-28
601,7,Inspeção Gerencial,Programável,REFINO,CAL,15838321,2030100195,LV-60678(VAZ)-Elim.vazam.válv.dreno,RESP/CAP/Inspeção Gerencial,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC ANEX MPMI MPOP 1ESC APRE,2025-04-15
602,7,RESP,Impedido,REFINO,COM,12562615,2024318857,VIGAS(V-518/509)-Reparar Vigas(PACOTE),RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV ERRD IMPA KKMP NOLQ,FDOC IMPD TRIA EQEC ANEX AEGE AEGO MPOP MPMI 1ESC APRE FCPM,2021-01-04
603,7,RESP,Parada,REFINO,PAR,12889079,2025135600,VS-572(RESP)-Adequar tomada instrumento,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC MatC NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2021-05-18
604,7,RESP,Programável,HDT,CAL,13421503,2025698080,M-2313213l(J-2313011B)-Limpeza,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2021-12-16
605,7,Inspeção Gerencial,Microplanejamento,REFINO,CAL,13785784,2026336621,TUBULAÇÕES -U-500 Adequação de Figura 8,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI,2022-06-24
606,7,Inspeção Gerencial,Microplanejamento,REFINO,CAL,13806854,2026215071,U-570(ELEVADOR)-Subst.Placas.Segurança,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI,2022-06-25
607,7,RESP,Falta material,HDT,CAL,13984306,2027035700,D-2313-2X-Apoio p/ Carregamento DEA,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-07-09
608,7,Inspeção Gerencial,Falta material,UTILIDADES,CAL,14013408,2026608042,"U-300(O-320AB,ETA2)-Inst.Grad.",RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-07-30
609,7,RESP,Falta material,REFINO,COM,14163182,2027005765,U-500(RESP)-Subst./Adequar chapa piso,RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV IMPA MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2022-09-30
610,7,Inspeção Gerencial,Impedido,UTILIDADES,ELE,14350640,2027255191,(IG)V-0300032A Pintar motor elétrico,RESP/CAP/Inspeção Gerencial,LIB  CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-03-06
611,7,Inspeção Gerencial,Falta material,REFINO,CAL,14491739,2027842728,O-502-Recompor Suporte/identificação,RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-04-10
612,7,Inspeção Gerencial,Falta material,UTILIDADES,ELE,14367595,2027497149,BA-8201-CB Instalar Exaustor,RESP/CAP/Inspeção Gerencial,LIB  CAPC IMPA MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-04-28
613,7,Inspeção Gerencial,Microplanejamento,HDT,COM,14507137,2027877343,U-2311-TUB.Recompor isolamento térm.,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI,2023-05-09
614,7,Inspeção Gerencial,Impedido,UTILIDADES,ELE,14339370,2027497087,BA-6101-CB Instalar Exaustor,RESP/CAP/Inspeção Gerencial,LIB  CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-05-26
615,7,RESP,TO GPI - Aguarda TRIA,SMS,CAL,14873512,2028253176,SMS(O-621;Chuv.3)-Inst.Abrig.Diphot.,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC KKMP NOLQ,SIMP ANEX EQEC MPMI 1ESC,2023-08-24
616,7,RESP,TM GPI - Aguarda MPMI,HDT,ENG,13231477,2025698513,N-5126002 D-5126-6F suportação da linh,RESP/CAP/Inspeção Gerencial,ABER CAPC ERRD KKMP,SIMP,2023-08-25
617,7,Inspeção Gerencial,Programável,REFINO,CAL,14770552,2028205709,U-1200-Executar reparos e limpeza,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2023-08-25
618,7,Inspeção Gerencial,Programável,REFINO,COM,14772606,2028205713,U-750-(IG)Executar reparos complementar,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-08-25
619,7,RESP,TM GPI - Aguarda MPMI,TRANSFERÊNCIA,SOP,14743757,2028186425,U-800 acesso próx caixa pluvial RESP,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP,2023-09-15
620,7,RESP,Parada,REFINO,PAR,14834520,,D-573-G Linha V30 prox V603 empenada eje,RESP/CAP/Inspeção Gerencial,,,2023-09-22
621,7,RESP,Microplanejamento,REFINO,CAL,14635622,2028001554,J-586B-Direcionar dreno vapor,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI,2023-10-20
622,7,RESP,Microplanejamento,REFINO,COM,14658840,2028019520,O-2313100-Recompor piso do vaso,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,IMPD MPMI,2023-10-20
623,7,RESP,Falta material,REFINO,ELE,14933155,2028514754,U-500/M-517ABC - Correção de eletroduto,RESP/CAP/Inspeção Gerencial,LIB  CAPC MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-11-24
624,7,CAP,Falta material,REFINO,CAL,14711202,2028106490,LG-60679/N-606(VAZ)-Reap.Gax/Inst.CAP,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP ANEX EQEC MPMI PMAU 1ESC APRE,2023-12-07
625,7,Inspeção Gerencial,Falta material,HDT,CAL,14907733,2028477342,J-2316011-Instalar linha rígida dreno,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-12-15
626,7,Inspeção Gerencial,Falta material,HDT,CAL,14961347,2028530581,URE 2 - Instalar fechadura portão,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-02-07
627,7,RESP,Falta material,UTILIDADES,CAL,14976919,2028463120,U-420-(J-425A)-Repar.Grad.Piso,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-02-19
628,7,RESP,Impedido,REFINO,CAL,14958226,2028521374,J-586A Remover linha desativada,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PPRO 1ESC,2024-02-29
629,7,RESP,Falta material,REFINO,CAL,14889095,2028284946,U-500 - Instalar cabo em guia corrente,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-04-10
630,7,Inspeção Gerencial,TO GPI - Aguarda MSPR,SMS,SMS,14872498,,U-250-SMS/SI Grades canaleta pátio de re,RESP/CAP/Inspeção Gerencial,,,2024-04-10
631,7,Inspeção Gerencial,TO GPI - Aguarda TRIA,REFINO,CAL,15122341,2028913391,U-500(IG)-Apoio à Inspeção Gerencial,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP ANEX EQEC MPMI 1ESC APRE,2024-04-30
632,7,Inspeção Gerencial,Impedido,UTILIDADES,ELE,15020585,2028631883,U-5132 - Realizar a correção do eletrodu,RESP/CAP/Inspeção Gerencial,LIB  CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2024-05-14
633,7,Inspeção Gerencial,Falta material,TRANSFERÊNCIA,CAL,14993129,2028650450,U-860(ETDI)-Inst.Guard.Corp.,RESP/CAP/Inspeção Gerencial,LIB  CAPC MATF NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2024-05-30
634,7,Inspeção Gerencial,Microplanejamento,HDT,COM,15287851,2029210021,UGH Recompor isolante na coluna do piper,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,IMPD MPMI,2024-05-31
635,7,Inspeção Gerencial,Programável,REFINO,COM,15252338,2029002634,U-600-Atendimento Inspeção Gerencial,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-06-06
636,7,Inspeção Gerencial,Falta material,REFINO,CAL,15252212,2029003398,U-640 Inspeção Gerencial,RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-06-07
637,7,Inspeção Gerencial,TO GPI - Encerrar nota,REFINO,COM,15420715,2029299752,OP-RE N-503 - PINTURA DA SAIA,RESP/CAP/Inspeção Gerencial,,,2024-06-17
638,7,RESP,Falta material,REFINO,CAL,14941679,2028521375,M-520(CAP)-Instalar proteção do dreno,RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-06-21
639,7,Inspeção Gerencial,Parada,TRANSFERÊNCIA,PAR,14994646,2028650453,U-860(ETDI;J-080001A)-Subst.Chap.Piso,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI PPRO,2024-06-28
640,7,Inspeção Gerencial,Microplanejamento,TRANSFERÊNCIA,ENG,15000312,2028640652,U-860(ETDI;O-803AB)-Rep.Civ.Piso,RESP/CAP/Inspeção Gerencial,ABER CAPC ERRD KKMP,SIMP MPMI,2024-07-03
641,7,Inspeção Gerencial,TM GPI - Aguarda MPMI,SOP,CAL,15107678,2030318406,M-0200015-Subst.válv.sistema do Chiller,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,IMPD,2024-07-27
642,7,RESP,Falta material,UTILIDADES,ELE,15267291,2029007012,U-640/Lado leste - Substituir tampa de f,RESP/CAP/Inspeção Gerencial,LIB  CAPC MatC NOLQ,IMPD TRIA ANEX EQEC FMAT MPMI MPOP 1ESC,2024-07-31
643,7,RESP,TO GPI - Aguarda MSPR,,SOP,15267244,2029567783,SE-201 Reforma portas trafos e gerador,RESP/CAP/Inspeção Gerencial,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA MPMI MPOP 1ESC APRE,2024-07-31
644,7,RESP,Microplanejamento,TRANSFERÊNCIA,COM,15529938,2029490984,U-800(P-825A)-Repar.Civ.Muret.Dique,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP MPMI,2024-08-23
645,7,RESP,Parada,REFINO,PAR,15448774,,K-571 (RESP) Linha PDT-57017 tensionada,RESP/CAP/Inspeção Gerencial,,,2024-09-02
646,7,Inspeção Gerencial,Falta material,HDT,CAL,14961361,2028547272,URE 2-Instalar novas grades de piso,RESP/CAP/Inspeção Gerencial,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-09-16
647,7,Inspeção Gerencial,TM GPI - Aguarda MPMI,SOP,SOP,14957248,2028952694,U-800 Porta sem puxador e sem identifica,RESP/CAP/Inspeção Gerencial,ABER CAPC KKMP,SIMP,2024-09-16
648,7,RESP,TO GPI - Aguarda MSPR,SOP,SOP,15554556,,PREDIO ETA 2 Galpão das J-331 - J0300128,RESP/CAP/Inspeção Gerencial,,,2024-09-24
